"","id","author","stars","date","comments","length","category"
"7556","7556","By Sarah M",5,"Nov 10, 2015","Amazing!!!!",11,"hist"
"7557","7557","By Antonina Z",5,"Jul 09, 2017","Very Good.",10,"hist"
"7558","7558","By John",5,"May 21, 2016","Quality Qu",10,"hist"
"7559","7559","By German D S G",5,"Oct 09, 2016","Excellent",9,"hist"
"7560","7560","By Julie B",5,"Feb 13, 2016","wonderful",10,"hist"
"7561","7561","By Raúl O L C",5,"Nov 11, 2015","excellent",9,"hist"
"7562","7562","By carlos f z",5,"Oct 26, 2015","Magnífico",9,"hist"
"7563","7563","By Ekaterina P",5,"Jun 29, 2016","Perfect!

",10,"hist"
"7564","7564","By Ekaterina M",5,"Sep 26, 2016","Amazing",7,"hist"
"7565","7565","By Patrick K A",5,"Nov 10, 2016","Good",4,"hist"
"7566","7566","By Matthew R",5,"Jul 24, 2016","Cool",4,"hist"
"7567","7567","By Giovanna M",5,"Aug 19, 2015","W",1,"hist"
"7568","7568","By Katherine M",4,"Sep 18, 2016","I found this a really interesting course to complete. The lectures are easily digestible and help to provide context for various readings that you complete along the way. I would have liked an introductory lecture that gave an overview of some of the major themes of the course more clearly (I felt a bit at sea throughout the first topic having never studied this before. I didn't know what to pay attention to). But once we were underway, I had no trouble working out the flow of events. I really enjoyed this- thank you!",523,"hist"
"7569","7569","By Elsa A",4,"Sep 07, 2015","Excellent course! Very knowledgeable professor, yet easy and pleasant to follow. The programme is well structured and the content approached with some depth (considering the introductory nature of the course). I would have loved to see, though, a focus more on philosophy (pre- and post- socratic), visual arts and the Hellenistic period, as it is most of the times neglected, even in today's historical accounts. Hope to see more courses on Classical Studies soon at Coursera.",477,"hist"
"7570","7570","By Elizabeth O",4,"Nov 23, 2017","lectures were excellent--comprehensive, well paced, interesting.  I wish that there had been more of an introduction at the outset that framed what we would be learning in the course (date ranges, that it would be focused on Athens, etc.).  For a learner completely new to Greek history, understanding these boundaries at the outset would have been a nice framework.  Otherwise, excellent course--thank you!",407,"hist"
"7571","7571","By José E S V",4,"Jun 13, 2017","El curso ha sido muy interesante y ameno. He aprendido mucho y sobre todo me he divertido.  El profesor (los videos) ha introducido los conceptos más interesantes de forma corrrecta y el material del curso es bueno; por decir algo me hubiese gustado que alguno de los recursos fuese en español aunque entiendo que ello sea muy difícil. Me gusta la historia y solo aprendo por hobby.",382,"hist"
"7572","7572","By David F",4,"Sep 10, 2015","Good introduction to the period - balances political history with wider social and cultural topics. Well supported by original source material. Maybe the expectations of weekly reading are set a little high for many students. I personally found the sections on early Greece particularly interesting as I was least familiar with that era.",338,"hist"
"7573","7573","By James G",4,"Jun 07, 2019","Good value for money. It provides a backbone structure for the 1000 years or so of Greek history. beware of the time requirements for the assignments - the course says a reading assignment is 10 minutes - for 100 pages of Thucydides - I often found it was more like a month! The course took me about 9 months to complete.",321,"hist"
"7574","7574","By Andreea D L",4,"Nov 15, 2015","The course was very interesting. My recommendation would be to also include videos as resources, where possible. For example, I found videos of 'Medea' and 'Antigone' on Youtube and watched them and loved them! Since it's theater, it's completely different seeing the play than just reading it.",294,"hist"
"7575","7575","By Bradford K",4,"Jul 12, 2017","Very interesting course! Combined aspects of art, architecture, military conflicts, political developments, literature, and philosophy into a wide-ranging overview of ancient Greece. Helped to put a lot of things into perspective. Good use of visuals and supplemental reading material.",285,"hist"
"7576","7576","By Suzanne M Y",4,"Oct 26, 2015","I had forgotten how much reading there is!  I didn't have a lot of time, but I enjoyed the lectures a lot and it revisited my interest in history and ancient civilizations.  I think I learned more from this than the Ancient Civ class I took many years ago in college!  Most enjoyable!",285,"hist"
"7577","7577","By Víctor H A G",4,"Jun 04, 2017","Andrew Szegedy-Maszak, es un gran profesor de historia Antigua. Su didáctica es ágil y amena, posee un adecuado manejo de los conocimientos que logra eficientemente transmitir. He aprendido mucho sobre la historia antigua de Grecia. Gracias profesor Andrew.",257,"hist"
"7578","7578","By Anthony L",4,"Aug 28, 2017","Great romp through Ancient Greece. Lectures are wonderful. Note that there is a fair amount of reading required, and the time required to get through the readings are very understated. I would recommend this course to anyone interested in this topic",249,"hist"
"7579","7579","By Wendell H",4,"Jan 17, 2020","I very much enjoyed the lectures and wish there were more of them. The only “criticism” I can offer is that the description of the reading assignments as requiring 10 minutes each to complete is woefully immaculate and misleading.",231,"hist"
"7580","7580","By Rafael M",4,"Nov 23, 2015","It is a good course and the instructor is very knowledgeable on the subject. It´s just that, after a while studying about wars it seems that there´s no ending or purpose. It is a very good analisys though.",205,"hist"
"7581","7581","By Ross L",4,"Nov 18, 2016","Very Interesting course that covers a huge range of  topics over a long period of time. A very well informed lecturer who can speak about the subject matter in a clear and concise manner.",187,"hist"
"7582","7582","By Vincent L",4,"Feb 03, 2018","It was really interesting especially with the lectures having lots of visual aids. The reading activities also helped me understand more and learn in general. It was a great course.",181,"hist"
"7583","7583","By James I C",4,"Oct 26, 2015","The lecturer was quite knowledgeable, but I think he needs to work on his presentation a bit. Particularly at the start of the course he didn't quite know what he was trying to say",180,"hist"
"7584","7584","By Lisa S L",4,"Nov 02, 2015","Excellent survey course. Only wish there was more information given on details of daily life, also wish the course was a bit longer. Had issues with verifying the quizes.",170,"hist"
"7585","7585","By Wendy M",4,"Oct 15, 2016","Some great material and I learned a lot. I did in fact complete the course but chose not to submit written material. Sometimes the lecturer was perhaps a little dry.",165,"hist"
"7586","7586","By Desfossez",4,"Apr 09, 2018","The ton of the professor is a bit monotonous, but the facts are interesting and we were able to discover a part of history that is quite unknown to most people",159,"hist"
"7587","7587","By Kaitlin H",4,"Sep 01, 2017","I loved the information and the structure of the course. The supplemental readings were fantastic. I wish there was more content to this course.",144,"hist"
"7588","7588","By Claudia K",4,"Aug 10, 2016","Great course, but the quizzes are not quite there yet. They focus too much on minor details and the questions are sometimes awkwardly phrased.",142,"hist"
"7589","7589","By Nevena D",4,"Dec 07, 2015","I enjoyed this course. It was very interesting, the teacher explained each topic well. A very informative journey through the Ancient Greece.",141,"hist"
"7590","7590","By Robin W",4,"Jan 27, 2019","Manche Kursmaterialien (Links) sind nicht mehr verfügbar und sollten aktualisiert werden. Ansonsten war der Kurs spannend und lehrreich.",136,"hist"
"7591","7591","By MERCEDES M S S",4,"Aug 23, 2017","Fue un curso estupendo, fue largo y todavía quedaron muchas cuestiones por abordar, entiendo que el tema es muy extenso. Felicidades.",133,"hist"
"7592","7592","By Richard F T",4,"Sep 22, 2017","Good teacher, great range of topics, great reading. Only problem was that allot of the external links didn't work and sometimes.",128,"hist"
"7593","7593","By Fabian F",4,"Dec 29, 2017","Excellent content, but - in my opinion - too much additional reading as it took up a lot of time to get through the literature.",128,"hist"
"7594","7594","By kouassi n c",4,"Sep 21, 2017","le cours était instructif et enrichissant dommage qu'il n'y ait pas de sous-titres en français sinon il n'y a rien à redire",124,"hist"
"7595","7595","By Caelyn M",4,"May 29, 2017","Good course, lectures dragged a little; but really coherent picture of Greek history. I felt like I learned a great deal.",121,"hist"
"7596","7596","By Jose A M",4,"May 30, 2018","One of the more challenging and wonderfully thorough Cousera courses that I've taken.  I truly enjoyed it. Well done!",117,"hist"
"7597","7597","By Margreta V d L",4,"Apr 09, 2019","I enjoyed the course.  I studied Ancient Greece in high school so the  course brought back some memories.",105,"hist"
"7598","7598","By Frederick L V",4,"Jan 20, 2018","Excellent coverage of the rise and fall of Ancient Athens, particularly Pericles and Alcibiades details.",105,"hist"
"7599","7599","By David P",4,"Oct 04, 2015","I knew nothing about ancient Greece before. Excellent  course.  Thanks.  David Pearsall, Greenville NC",103,"hist"
"7600","7600","By Priscila P G d M",4,"Nov 25, 2015","Um excelente panorama da história dos gregos com a indicação de boas leituras complementares.",94,"hist"
"7601","7601","By Kousay a",4,"Oct 04, 2015","It is a great educational experience that opened the door to the ancient Greek history.",87,"hist"
"7602","7602","By Johann Q",4,"Sep 05, 2015","The course is ok. But we need really less lectures and more application based courses.",86,"hist"
"7603","7603","By Swaroop K",4,"Jul 11, 2018","there could have been a couple of videos on gods and some of the mythic heroes",78,"hist"
"7604","7604","By Luis M X d C",4,"Aug 15, 2016","A good starting point to learn more about the ""Ancient Greeks""",62,"hist"
"7605","7605","By Kenneth M",4,"Dec 08, 2015","well presented and thought provoking",36,"hist"
"7606","7606","By Renato F",4,"May 15, 2019","Very interesting course. Thank you",34,"hist"
"7607","7607","By Pimpisut S",4,"Sep 18, 2015","A really great course!!",23,"hist"
"7608","7608","By Marianna P",4,"Sep 15, 2015","Astonishing!",12,"hist"
"7609","7609","By Andrew M",3,"Sep 01, 2015","Ancient Greeks is brief overview of Greek civilization from about 1800 to 320 BC, starting with the Minoans of Crete and ending with the death of Alexander the Great.  Prof. Andrew Szegedy-Maszak demonstrates great knowledge about the subjects, covering literature, government, and philosophy.Yet the course has two setbacks: 1) The professor stutters through the lectures, displaying his obvious discomfort being on camera; and 2) the overview is very expansive, so there isn't great  study in any single theater of Greek civilization.There is, however, solid coverage. I also felt the chapter on the 4th cent. BC, done to address complaints about no coverage of Alexander and Macedon, feels tacked on.  It's a long, but somehow hurried lecture.
That said, I liked this course. I gained greater knowledge of important political and literary figures, such as Solon and Alcibiades, than I did when I studied the subject back in college.",935,"hist"
"7610","7610","By Wendi S",3,"Jun 02, 2017","The information was interesting and divided up so that it made a connection between the readings and the lectures. However, the speaker seemed uncomfortable and did not present himself well. More photos and being shown the pictures longer with him speaking behind them would have helped. Looking at little pictures on a computer/TV screen behind the speaker didn't help. Poor presentation although good subject matter.",418,"hist"
"7611","7611","By Muhammad I",3,"Feb 14, 2016","Very interesting! I wish there is some animation film to explain the narative.",78,"hist"
"7612","7612","By Gorret F",3,"Oct 12, 2015","A lesson with discussion about the question of quizz.",53,"hist"
"7613","7613","By Julie C",2,"Apr 12, 2016","The professor certainly knows a lot about this subject, but his delivery is stiff and dry. If he shared his passion for the subject with us it would be more enjoyable. On the plus side, I admire how he shares the Greek language with us so capably and combines art with his lectures.",282,"hist"
"7614","7614","By Jonathan G",2,"Feb 24, 2018","this course was interesting but biased in a lot of ways. Alexander was Macedonian, but they glorify him like he's some great hero when to his enemies, he was called ""Alexander the Destroyer Of Cities"". A tyrant should never be glorified.",238,"hist"
"7615","7615","By Robert G",2,"Jun 14, 2017","Rather dry delivery of material.  Teacher knows the material, just do not get enthusiastic.  Will unenroll during first week sadly.",131,"hist"
"7616","7616","By alvaro j B",1,"Jan 12, 2016","Lamentablemente, el audio no permite disfrutar de los vídeos apropiadamente. El material es más bien mediocre, muy descriptivo y extremadamente selectivo.",154,"hist"
"7617","7617","By Parker",1,"Nov 30, 2015","Poor visual aids, course content and format.",44,"hist"
"7618","7618","By gordon_PK@hotmail.com",1,"Dec 30, 2015","the tests are difficult.",25,"hist"
"7619","7619","By Thom T",3,"Apr 11, 2019","While the subject matter is very interesting I don't think it was told well or in an exciting way.",98,"hist"
"7620","7620","By Sangeeta D",5,"May 28, 2018","This is indeed a great course. It is very simply put and very easy to follow up.Do join without any hesitancy if you have a genuine interest in learning about the history of ancient Egypt!",188,"hist"
"7621","7621","By Brent H",5,"Jun 02, 2018","Excellent course! This gave me more confidence in teaching middle school students about Ancient Egypt! Very well done and very informative.  I really enjoyed this course!",170,"hist"
"7622","7622","By Daniela P N",5,"Jan 08, 2019","Thank you very much for this introduction! I really needed to have a starting point. It was very clear and interesting. I'll continue searching and studying, of course!",168,"hist"
"7623","7623","By Simone L",4,"May 13, 2019","A good course, marred only by occasional poor quiz questions. Problem questions were either ambiguous or, more often than not, referred to material from previous weeks or not in the course at all. Independent research was then necessary to be confident of a correct answer at first attempt. Most problems seem likely due to course editing and subsequent loss of internal referential integrity.",393,"hist"
"7624","7624","By Genevieve S",5,"May 26, 2017","This is a wonderful way to familiarize yourself with Ancient Egypt. It covers the basics on the Pre- Dynastic Period, the Old, Middle, and New Kingdoms, and the Late Period. Professor Silverman is clearly someone who truly enjoys teaching others about this subject, and his lectures are very interesting. The Forums are really useful, too, as they provide a wealth of extra information which can be learned from discussions with other students. If you have any interest in archeology, Ancient Egypt, or the birth of civilization, you should definitely take this course, and I sincerely hope Professor Silverman come out with more courses to expand on this fascinating subject! The only thing that could make this better would be some peer-reviewed assignments, as I find that assigned essays, etc., help me assimilate the information more fully, and having them reviewed by others ensures that I have understood what I learned correctly.",938,"hist"
"7625","7625","By Beka K",5,"Aug 09, 2017","It would have been better if the quizzes were more adapted to the content of the text. However, it is quite informative and spectacular course with many pictures of the different Egyptian items, pyramids, pharaohs, etc. And what is the most important to me, after finalizing the course, a desire appeared in my mind to watch some fiction films about ancient Egypt. I advise you, guys to watch the following fiction films after the course end: 1) The Mummy (1999); 2) The Mummy Returns (2001); and 3) The Scorpion King (2002). There you will find out and discover many things, items and bulletins, that are mentioned in the given course. They are partly horror genre, but it is worth to watch.",692,"hist"
"7626","7626","By Noorali H",5,"Jan 10, 2018","I hope to pursue religious studies. I had some idea that I would have to review Egyptian religions to see how later antiquity developed, such as Hellenistic and Islamic cosmologies. But I had no idea how highly evolved the Egyptians were so early on. Their architecture is technologically mind boggling and hard to explain in detail. But their cosmologies are highly understandable from later cosmologies such as found in Mahabharata and Ramayana of India. This series of lectures did do justice to spiritual concepts. It would take a PhD level of effort to develop some of these themes. No words to thank Professor Silverman and U Penn. I wish I was a graduate student there.",676,"hist"
"7627","7627","By Syed H A",5,"May 27, 2018","I think its the best online course I have taken anywhere about history of ancient Egypt. I was also inspired by the way Dr David P. Silverman narrated the story of ancient Egypt. The course was also well designed to give a brief intro to everyone about various important aspects of ancient Egyptian life. The lessons mentioned in the ""further reading"" section of every week were carefully picked so as to give the reader a whole recap as well as further insight to what was learned during that week. I will surely take any other course on Egyptology if offered/ organized by Dr Silverman on this subject.",604,"hist"
"7628","7628","By Laura L",5,"Mar 08, 2018","The professor was very knowledgeable.  The material was broken down into manageable chunks or lessons.  It was very interesting to see examples or actual objects that illustrated the concept being taught.  The materials in the Penn Museum were often referred to and shown.  The lectures was fast paced and I appreciated the ability to go back and watch sections of the lectures over again to make sure that I understood the material being taught.  Thank you for making a course like this available to me at no cost.  I look forward to exploring other coursera classes.",568,"hist"
"7629","7629","By maria",5,"Apr 07, 2018","I enjoyed this course. If only these types of Courses were offered here in Michigan I would have obtained a degree in Egyptology a long time ago. I do plan on taking the other set of courses related to this. The videos really helped and those places are beautiful. I really want to visit Egypt some day soon, before those pyramids are no longer there or I am too old to travel. Whichever comes first. Thanks Dr. Silverman. Your explanation on Egypt has brought me even closer to my love of their history and understanding.",522,"hist"
"7630","7630","By Juan C S",5,"Jun 25, 2018","I loved it! But why only 6 weeks? Please, make it at least 10! Dr. Silverman's lectures and book are great! I knew nothing about ancient Egypt when I started the class. Now I know the history, the symbols, their gods, the significance of mummification, the christian motifs that were ""borrowed"" from the egyptians and so much more. I am really thankful to Penn because two of three classes I have taken -Ancient Egypt and Roman and Greek Mythology- are from this institution. I love Penn and Coursera. Thank you.",512,"hist"
"7631","7631","By Daniel A",5,"Oct 28, 2017","Although a bit slow and scripted in the start, I've grown a sort of fondness to the professor. In the beginning the chronology seemed jumbled but slowly I got acquainted with the course and really started to enjoy it. Don't make any assumptions based on the first few videos. The course as a whole is very good and informative. I went from knowing next to nothing about Egypt, to being able to at least debate with seasoned professionals and hold my ground on the subject.",472,"hist"
"7632","7632","By Angel S",5,"May 20, 2017","This course has been a really good experience. I learnt a lot and I enjoyed each of the videos and content since it provided me a new perspective about the studies that researchers have in different parts of the world. Although this is not my main field of study, I have always been interested in this amazing culture. I hope one day I have the opportunity to visit the museum in Philadelphia and of course, go the Egypt soon. Best wishes, thanks a lot!",454,"hist"
"7633","7633","By Barb F",5,"May 25, 2017","I've always been interested in ancient Egypt and enjoy reading about and testing my knowledge of it when I can.  It's interesting to hear from archeologists on what new finds or facts are discovered.  I was very happy to be able to visit Egypt and see first hand many of the temples and tombs there and, when it's a bit safer, would love to go back! Thank you so much for and interesting and informative class.  I enjoyed it very much!",435,"hist"
"7634","7634","By Thyagarajan S",5,"Nov 13, 2019","The course is quite unique and mishmashes all the required detail within a short period of six weeks. The course provides a detailed introduction and history of Egypt from all corners, everything from the pharaoh's names to the rise and fall of the empire and even mummification. loved the course and all the knowledge from it. don't know if there is any other way to obtain all such information together at once.",414,"hist"
"7635","7635","By Arantxa Y",5,"Feb 21, 2020","Personal research is needed in order to complete the quizzes and participate in the forum debate. Other than that ( which is not bad at all) the course is excellent and explanations and videos are clear and helpful. It is my first contact with ancient Egypt and won't be the last. I'm enrolling in the next one. I also liked there's a great amount of photographs many of them from the Penn Museum collection.",408,"hist"
"7636","7636","By Urbi C",5,"Oct 07, 2017","As a student of history I can say that this course is fantastic. It is well collated and presented in an attractive way, and there are adequate free online study material provided with each module to supplement the videos. The most exciting part of the course is the sneak peak that you get in the Penn Museum collection of Ancient Egyptian artifacts and also the various other photographs in each video.",405,"hist"
"7637","7637","By Melissa A C",5,"Nov 27, 2016","Of the courses I've taken through Coursera, Introduction to Ancient Egypt and Its Civilization is, by far, my favorite. My interest in Ancient Egyptian civilization began in early childhood and has stuck with me ever since (I'm in my forties now).  Dr. Silverman's lectures are very engaging and highly informative, always leaving you feeling excited for the next lecture. He really knows this subject!",403,"hist"
"7638","7638","By George G",5,"Jul 17, 2017","The course was a very comprehensive Introduction into Ancient Egyptian history. I would highly recommend this course to anyone interested in this great civilisation. The lectures were well thought out, engaging and relevant to meeting the course assessment criteria. I sincerely thank the team at Coursera, the Penn Museum and David Silverman for their efforts in putting together such a great course!",401,"hist"
"7639","7639","By Amanda S",5,"Mar 13, 2020","I really enjoyed this course and have now begun the second course offered on Ancient Egypt that delves into the art and hieroglyphs. Dr. Silverman is a very informative teacher and provided a good foundation in the course. I did not find it intermediate level as I found the quizzes easy, but perhaps that just means I am on that level lol. I learned some new things that I enjoyed.",382,"hist"
"7640","7640","By Megan F",5,"Jan 08, 2018","This course gave me a wonderful insight into the ways of Ancient Egypt. The lectures with Dr. Silverman were clear, concise, and highly interesting. I found myself thinking of the different topics of the week, even when I wasn't working on the course. I would definitely recommend this course to others, and I would likely take it again. Thank you so much for offering this!",374,"hist"
"7641","7641","By Raquel S C",5,"Apr 26, 2017","The course was pretty interesting and the lectures were engaging most of the time. I learned many things I was oblivious of before. It was quite interesting to participate in the forums as well because the questions made one think deeply about many different things. I am glad I took the course, I'm quite satisfied with my grade and results.",343,"hist"
"7642","7642","By Lovely L",5,"Apr 08, 2018","I love to learn about colossal pyramids, imposing temples, golden treasures, enigmatic hieroglyphs, powerful pharaohs, strange gods, and mysterious mummies are features of Ancient Egyptian culture that have fascinated me so much.  I hope in the future could reach more information about priest. Thanks In-depth knowledge of the course.",335,"hist"
"7643","7643","By Tudor C",5,"Nov 12, 2017","Really enjoyed this class. I recommend reading the suggested books (majority are free of charge) but also purchasing Dr. Silverman's book Ancient Egypt which is a staple in Egyptology classes. I only wish there would be more classes such as this one that would go in more detail and depth (a bit like level 2, 3 and so on).",324,"hist"
"7644","7644","By Fernando G G",5,"Dec 06, 2016","Great course for introduction to Ancient Egypt! An extensive amount of information pertaining to the the ancient civilization, and Dr. Silverman explain everything with great understanding! One of the best courses I have ever taken! Will definitely be recommending to all my colleagues! Thank you for the great course!",318,"hist"
"7645","7645","By Shelley",5,"Jan 29, 2017","Wonderful course! I loved Dr. Silverman's lectures and the photos of artifacts from the museum. It was well presented and I hope I can revisit this course to watch it again just for the pleasure of doing so. There were many links for more information made available as well. I thoroughly enjoyed the entire course.",314,"hist"
"7646","7646","By Eileen D",5,"Dec 05, 2016","I had fun while completing this course. It was interesting getting an inside look into the Egyptian Collection at Penn University, and Silverman's lectures were on the point and sharp. My lifelong interest in Ancient Egypt has been rekindled and I look forward to learning more! Thanks for letting me participate.",313,"hist"
"7647","7647","By John R",5,"Aug 15, 2017","Usually when I take a ""history"" course, I expect a chronological listing of facts.  Instead, I found an very interesting presentation centering around different cultural aspects of the ancient Egyptian history.  I was stimulated by the course, and really enjoyed it.  Thank you for the quality presentation.",307,"hist"
"7648","7648","By Panchali M",5,"Nov 27, 2018","It is an extremely good course from which I have benefitted immensely. I have been introduced to the idea of Egyptology. It is easy to understand and assimilate. I am certainly better equipped in Egyptology as a result of this course and it has also generated my interest for further studies in this area.",305,"hist"
"7649","7649","By David H",5,"Jun 30, 2017","This course was very enlightening. It stayed with the main Kings and more historically important times and stayed away from minor, unimportant times and dynastys. Very well done and interesting all the way through it. The course instructor was relaxed, knowledgeable and knes when to get the point across.",305,"hist"
"7650","7650","By Irene m",5,"Jan 18, 2017","The skills that someone can aquire in brief:approaching a vast time period critically through keystonesidentifying the most important pharaohs and the monuments connected to themrealising and respecting the significance of different opinions -perceptions in order to decipher the code called ""Egypt""",299,"hist"
"7651","7651","By 王若寒",5,"Dec 06, 2016","Knowing nothing about ancient Egypt except for pure words like ""mummies, pyramids, sphinx, curses, pharaohs..."", I took this course out of curiosity. And every word have become concrete when I progress in this course under Prof. Silverman's instruction and tour in the Penn museum. This has been a",297,"hist"
"7652","7652","By Avani D",5,"May 22, 2017","I had a lot of fun learning this course. As a student of Art and also being a museum geek, it will help me a lot in future to explain others regarding the Ancient Egyptians. Thank you so much Coursera for existing and bringing in universities like Penn into the online learning forum.",285,"hist"
"7653","7653","By Marina J S",5,"Dec 09, 2016","This was a fantastic course, taught by a very experienced professor. The videos and script, which followed with images and parts of the museum, really helped in making come together with concept and context. It was an excellent course and I would highly recommend it to anyone.",277,"hist"
"7654","7654","By mohamed h m",5,"Dec 09, 2019","This course is truly wonderful, I found with it a very large amount of documented information about the ancient Egyptian civilization to the degree of fascinated me, and made me feel  information poverty about my country civilization ..
The way the subject is taught is great",276,"hist"
"7655","7655","By Chandler W",5,"Aug 18, 2017","Provided great background info on the culture and revealed new perspectives-I learned a great deal about how diverse and dynamic the legacy of ancient Egyptian civilizations are and gained better fact-based knowledge that contradicted some of the info I learned in the past.",274,"hist"
"7656","7656","By Lara F",5,"Jan 10, 2018","I hoped when I started this course that I would develop a framework for understanding and building on knowledge about Ancient Egypt. The course gave a useful taster of different elements of this fascinating society and has inspired me to learn more.  Exactly as I hoped.",271,"hist"
"7657","7657","By Podoinikova M",5,"Jul 28, 2017","Thank you! Actually it was great time i've spent with this course, it takes 3 days and partly my knowledge in these sphere. Also I want to say, that Penn museum is really great, and I wish every worker and museologist a lot of new artefacts and professional inspiration.",270,"hist"
"7658","7658","By paulina l",5,"Jun 02, 2019","Es un curso muy completo para comprender y conocer el antiguo Egipto. Tanto los videos, como las lecturas complemenatarias, así como el poder hacer notas  son de utilidad para resumir la información y poder contestar las preguntas que se hacen al final de cada módulo.",268,"hist"
"7659","7659","By Claire H",5,"May 29, 2017","Dr. Silverman is clear and easy to follow, and I appreciated the many suggested readings that were available online from various institutions. As with any good introduction/overview, it left me more interested and wanting to study the subject in more depth.",257,"hist"
"7660","7660","By Jaquelina M",5,"Feb 12, 2018","
Dr. Silverman thanks a lot! you made me to open my brain once again. I loved all explanation on mummified. This course help me to continue my path on my research in América. Thanks, once again. I will continue studying any course based on ancient cultures.

",259,"hist"
"7661","7661","By Lee M J",5,"Jul 02, 2017","This course has further provided me a more in-depth knowledge and understanding of ancient Egyptian life and culture as well as their beliefs and monumental architecture. Thank you very much Dr Silverman and Penn University for providing this course.  : )",255,"hist"
"7662","7662","By Álvaro C C",5,"Dec 14, 2018","Un curso interactivo muy rico en contenido. Las explicaciones del Dr Silverman son muy claras y fáciles de entender. Recomendaría que los vídeos fueran mas largos en vez de varios vídeos pequeños pues es mas cómodo. Un curso muy recomendable.",242,"hist"
"7663","7663","By Catherine G",5,"Nov 14, 2016","enjoyable course I have watched a lot of egyptian documentaries and had a keen interest in the topic and would like to do more study but notice there is not a lot of classes and specialised courses in this in australia which is a real shame.",241,"hist"
"7664","7664","By malka g",5,"Nov 10, 2019","still remember things from the course over  a year after I completed it!  I did not know I could leave  a review then, so doing so now.  I visited the Egyptian part of the British Museum and was able to understand it all much better!",233,"hist"
"7665","7665","By Alexis C",5,"Mar 31, 2019","This course provided valuable information I needed for book research. The lecturing was delivered pretty deadpan and the transcript was not always correct, but otherwise it was good. I learned a lot. Would highly recommend the class!",233,"hist"
"7666","7666","By Junah K",5,"Feb 28, 2019","Very informative and professional in the way the information was presented. Additional reading materials after each week's videos were helpful! I definitely learned a lot more about Ancient Egypt with the help of this course.",225,"hist"
"7667","7667","By Taylor",5,"Jul 23, 2017","I thoroughly enjoyed this course. Dr. David Silverman was an excellent instructor. So knowledgeable and put the information in understandable terms. I loved the extra resources, and the Penn artifacts. Thank you so very much.",226,"hist"
"7668","7668","By Vera",5,"Oct 29, 2017","Very interesting course. I think it's a great place to start your journey through human history. The course is not too fast paced, provides subtitles and is generally easy to understand. Try it, you won't be disappointed.",222,"hist"
"7669","7669","By Dhanwanti",5,"Feb 12, 2019","I am very happy to get my certificate from the University of Pennsylvania in this course. This course has many important topics that can help me in my further education.Thanks you sirThank you University of Pennsylvania",220,"hist"
"7670","7670","By Liu x",5,"Oct 26, 2019","I learned a lot about the mysterious pyramids, mummies, deities and how the ancient society worked under the lead of their kings and gods. I think it is really useful if someone wants to know about this country.",211,"hist"
"7671","7671","By Erdi E",5,"May 28, 2017","I want to thank Dr. Silverman and his colleagues to bring that amazing course to us. And I wish there would be more courses on Ancient Egyptian topic as well. Thank you for this wonderful experience.Erdi Ekinci",210,"hist"
"7672","7672","By Mark M",5,"Feb 12, 2020","Endlessly fascinating for an Egypt junkie like me!  There's not much coverage of Egyptian language and writing overall, but that material is available elsewhere.  The glimpses of Penn's collection are a treat.",209,"hist"
"7673","7673","By Eline",5,"Apr 06, 2019","I've loved this entire course but have noticed that on the English subtitles not every name matches what's been said by Silverman. Other than that it's been a fun ride and I'd definitely recommend this course.",209,"hist"
"7674","7674","By Marissa H",5,"Dec 12, 2016","This course was enlightening, to say the least. Dr. Silverman is very knowledgeable in his field and every time he mentioned some artifact in the Penn Museum, it made me more and more interested in visiting.",208,"hist"
"7675","7675","By Roman P",5,"Aug 12, 2017","Very good introductive course, covering all the Egyptian topics which tend to appear in popular culture in a systematic and intriguing way. Plus the good overview of Egyptian history in the ancient times",203,"hist"
"7676","7676","By Rejana R",5,"Feb 22, 2020","It was amazing to delve in the glorious history of Ancient Egypt . I loved to learn about the kings, queens and the monuments which defined the definite past. I will rate it 100/100!",182,"hist"
"7677","7677","By Mark C",5,"Feb 17, 2020","This is a great course about Ancient Egypt. I went right into the next course ""Wonders of Egypt"". I also love the Penn Museum in Philadelphia which inspired me to take this course!",181,"hist"
"7678","7678","By Jiayang T",5,"Jan 22, 2018","The course is just like a documentary because it presents students with artifacts stored in museums. Students can definitely learn better when they see this eye-catching artifacts.",181,"hist"
"7679","7679","By Merin G",5,"Jan 01, 2020","This course offered by University of Pennsylvania had very much helped me in knowing the Egyptian civilization. The course plan and the method of teaching was immensely helpful.",177,"hist"
"7680","7680","By Glenn P",5,"Mar 21, 2018","Learned more then I could have wished for, this is the best course I have had on Ancient Egypt.  Thank you Professor David P. Silverman, you made this class very interesting.",174,"hist"
"7681","7681","By Vasiliki-Diamanto F",5,"Nov 11, 2017","Mr. Silverman is very comprehensible and speaks slowely during the videos, which is very helpful for processing the information given. The course is very well structured.",171,"hist"
"7682","7682","By Annabelle M S",5,"Jan 29, 2018","The most amazing course I have ever taken. SO full of information and actual lab accessibility to learn and understand what we have discovered of the Ancient Egyptians.",168,"hist"
"7683","7683","By Peter B",5,"Nov 26, 2016","Dr. Silverman the the content in this course is wonderful. Thanks for the great videos and thought-provoking questions. Please give us more courses on Ancient Egypt.",166,"hist"
"7684","7684","By Mrs E B D",5,"Apr 09, 2018","This was a very interesting course , well presented with excellent reading materials. I have enjoyed learning about ancient Egypt very much. Thanks to all the team.",164,"hist"
